host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month,price_per_bedroom,num_amenities
1276,100.0,98.0,True,3,3,True,False,42.66894,-73.79549,7,0,6,2.0,3.0,3.0,99.0,1,365,2,1125,3.0,1125.0,0,3,29,205,55,55,1,142,40,255,396.0,60.0,4.95,4.95,4.95,4.98,4.98,4.89,4.95,True,2,2,0,4.6,33.0,46
3612,100.0,99.0,False,8,9,True,True,42.6534205,-73.7639758,7,0,2,1.0,0.1,1.0,78.0,1,365,1,365,1.0,365.0,29,56,56,56,25,25,1,56,16,150,388.0,66.0,4.8,4.84,4.84,4.72,4.96,4.84,4.8,False,7,7,0,2.14,780.0,40
3612,100.0,99.0,False,8,9,True,True,42.65227,-73.7646,7,0,2,1.0,0.1,1.0,75.0,1,365,1,365,1.0,365.0,26,48,48,48,21,21,1,48,12,126,365.0,63.0,5.0,5.0,4.95,5.0,5.0,4.9,4.86,False,7,7,0,1.92,750.0,42
3612,100.0,99.0,False,8,9,True,True,42.6524,-73.76351,7,0,2,1.0,0.1,1.0,67.0,1,365,1,365,1.0,365.0,24,47,47,47,17,17,1,47,5,102,385.0,63.0,4.94,4.88,4.88,5.0,4.94,5.0,5.0,False,7,7,0,1.47,670.0,43
2393,99.0,97.0,True,24,38,True,True,42.64409,-73.75709,7,0,4,1.0,0.1,0.0,120.0,1,365,1,365,1.0,365.0,29,29,29,29,16,16,1,29,13,96,384.0,60.0,4.69,4.75,5.0,4.88,4.69,4.25,4.31,False,22,22,0,1.38,1200.0,41
3775,100.0,99.0,True,1,1,True,True,42.65327,-73.76181,7,0,3,1.0,1.0,2.0,85.0,1,1125,1,1125,1.0,54.7,2,7,18,86,130,130,18,86,68,255,381.0,41.0,4.95,4.95,4.93,4.95,4.98,4.92,4.91,False,1,1,0,11.34,85.0,26
2393,99.0,97.0,True,24,38,True,True,42.65502,-73.79183,4,0,6,1.0,4.0,5.0,168.0,1,365,1,365,1.0,365.0,18,41,71,78,27,27,2,78,19,162,376.0,60.0,4.89,4.93,4.93,4.93,5.0,4.89,4.93,False,22,22,0,2.39,42.0,33
3663,98.0,99.0,True,14,15,True,True,42.65333,-73.7711,4,0,4,1.0,2.0,0.0,113.0,1,1125,1,1125,1.3,377.8,20,26,53,327,23,23,1,169,13,138,302.0,55.0,4.96,4.96,4.83,4.91,5.0,4.96,4.87,False,11,11,0,2.6,56.5,12
3663,98.0,99.0,True,14,15,True,True,42.66215,-73.79048,4,0,2,1.0,1.0,1.0,82.0,1,1125,1,1125,1.3,328.3,28,55,85,357,33,33,1,199,19,198,368.0,59.0,4.88,4.91,4.85,4.97,4.88,4.82,4.76,False,11,11,0,2.99,82.0,6
1659,100.0,94.0,False,1,2,True,True,42.65542,-73.78155,15,1,1,1.0,1.0,2.0,42.0,1,30,1,30,1.0,30.0,24,40,70,249,6,6,0,186,5,36,339.0,108.0,4.67,4.83,4.67,4.83,4.67,4.83,4.83,False,1,0,1,0.6,42.0,20
3979,100.0,84.0,True,8,8,True,True,42.67318,-73.79345,15,1,2,1.5,1.0,1.0,68.0,7,89,5,89,7.0,89.0,29,59,88,88,2,2,0,88,2,28,281.0,263.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,8,1,7,0.25,68.0,45
443,100.0,98.0,True,2,2,True,True,42.66332540000001,-73.77422550000001,7,0,4,1.0,3.0,3.0,108.0,3,365,3,365,3.0,365.0,26,45,75,349,10,10,2,191,5,60,276.0,46.0,4.4,4.4,4.5,4.4,4.6,4.0,4.3,False,2,1,1,1.26,36.0,7
751,100.0,46.0,True,3,5,False,True,42.66859,-73.78832,16,1,1,1.0,1.0,1.0,55.0,28,365,28,365,28.0,365.0,0,0,21,295,2,2,0,137,1,112,286.0,107.0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,False,3,0,3,0.24,55.0,22
3494,100.0,80.0,True,3,4,True,True,42.66955,-73.78542,7,0,5,1.0,3.0,3.0,158.0,3,300,3,300,3.0,300.0,15,41,71,345,7,7,1,187,4,42,308.0,62.0,5.0,5.0,4.86,5.0,5.0,4.86,5.0,False,1,1,0,0.77,52.666666666666664,37
519,100.0,99.0,False,4,10,True,True,42.66104,-73.77971,7,0,6,1.0,3.0,4.0,150.0,1,365,1,1125,1.0,1125.0,0,0,0,159,14,14,1,0,8,84,323.0,68.0,4.57,4.5,4.64,4.57,4.71,4.14,4.43,True,2,2,0,1.47,50.0,44
519,100.0,99.0,False,4,10,True,True,42.66319,-73.77897,7,0,7,1.0,3.0,3.0,145.0,1,365,1,1125,1.0,1125.0,15,37,65,340,33,33,2,181,15,198,313.0,53.0,4.5,4.63,4.41,4.69,4.78,4.59,4.59,True,2,2,0,3.59,48.333333333333336,41
3143,100.0,98.0,True,1,1,True,True,42.65507161089614,-73.76475094677727,7,0,3,1.0,1.0,2.0,115.0,1,28,1,28,2.7,28.0,21,34,64,243,43,43,4,180,9,255,219.0,57.0,4.88,4.91,4.98,4.91,4.95,4.84,4.84,False,1,1,0,7.09,115.0,59
2390,100.0,100.0,False,6,6,True,True,42.65173,-73.76786,7,0,4,1.0,1.0,3.0,74.0,1,365,1,365,1.0,365.0,12,14,36,199,55,55,7,136,27,255,311.0,46.0,4.82,4.84,4.89,4.89,4.93,4.47,4.84,False,6,6,0,6.02,74.0,38
502,100.0,86.0,False,2,2,True,True,42.65046806904435,-73.7643479581064,7,0,2,1.0,1.0,1.0,82.0,2,365,1,365,3.7,365.0,3,9,39,313,2,2,0,155,2,12,271.0,262.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,2,2,0,0.26,82.0,36
1655,100.0,99.0,True,16,26,True,True,42.65507057171404,-73.76151133328676,7,0,2,1.0,1.0,1.0,74.0,4,30,1,30,4.0,30.0,0,4,34,93,27,27,0,93,13,216,299.0,84.0,4.93,4.93,4.78,4.89,4.96,4.85,4.93,False,15,4,11,3.09,74.0,31
1466,83.0,70.0,False,1,3,True,False,42.64566906803636,-73.75883447708878,16,1,2,1.0,1.0,3.0,44.0,1,1125,1,1125,1.0,1125.0,21,44,74,253,7,7,0,190,2,42,262.0,170.0,4.43,4.57,4.14,4.57,4.57,4.71,4.43,False,1,0,1,0.93,44.0,73
344,80.0,92.0,False,2,2,True,True,42.6425,-73.75889,16,1,1,1.0,1.0,1.0,73.0,1,365,1,365,1.0,365.0,28,51,51,301,32,32,1,143,13,192,292.0,44.0,4.75,4.69,4.81,4.72,4.75,4.34,4.84,False,2,0,2,3.76,73.0,12
305,100.0,100.0,False,1,1,True,True,42.65941683202992,-73.78360267728567,15,1,1,1.0,1.0,1.0,52.0,3,365,3,365,3.0,365.0,0,0,23,297,4,4,0,139,4,24,278.0,206.0,4.75,5.0,5.0,5.0,5.0,4.75,5.0,False,1,0,1,0.5,52.0,20
2713,80.0,82.0,False,1,1,True,False,42.6551298,-73.75842949999999,12,1,2,1.0,1.0,1.0,100.0,1,365,1,365,1.0,365.0,25,47,77,351,7,7,1,193,3,42,278.0,68.0,5.0,5.0,4.57,5.0,5.0,4.57,4.71,False,1,0,1,0.87,100.0,9
1863,100.0,98.0,True,17,17,True,True,42.66555578069533,-73.79269774597833,15,1,1,1.5,1.0,1.0,52.0,28,365,28,365,28.0,365.0,19,49,79,353,1,1,0,195,1,56,232.0,232.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,17,4,13,0.15,52.0,49
3663,98.0,99.0,True,14,15,True,True,42.65422976833157,-73.76982577313373,7,0,2,1.0,1.0,1.0,88.0,1,1125,1,1125,1.0,434.4,0,16,46,320,10,10,0,162,4,60,286.0,118.0,4.5,4.5,4.3,4.8,4.8,4.3,4.4,False,11,11,0,1.2,88.0,29
4015,100.0,97.0,True,13,25,True,True,42.6544762,-73.7718074,4,0,2,1.0,1.0,1.0,83.0,1,90,3,90,3.0,90.0,30,60,90,179,6,6,0,179,6,36,279.0,199.0,4.33,4.33,4.5,4.83,4.83,4.33,4.33,False,2,2,0,0.74,83.0,34
4015,100.0,97.0,True,13,25,True,True,42.6551724,-73.76646989999999,4,0,2,1.0,1.0,1.0,93.0,28,120,2,120,4.0,120.0,30,55,85,174,8,8,1,174,2,255,277.0,61.0,4.5,4.5,4.38,4.38,5.0,4.75,4.38,False,2,2,0,1.0,93.0,45
3550,100.0,97.0,False,19,19,True,True,42.64762856666501,-73.76751684061892,7,0,5,1.0,2.0,2.0,131.0,1,365,1,365,1.0,365.0,19,41,71,335,25,25,2,179,8,150,277.0,60.0,4.68,4.8,4.8,4.88,4.68,4.6,4.52,False,18,18,0,3.13,65.5,48
502,100.0,86.0,False,2,2,True,True,42.65004675077063,-73.76402178164355,7,0,2,1.0,0.1,1.0,68.0,2,365,1,365,3.1,365.0,0,0,0,219,6,6,0,61,4,36,263.0,138.0,4.83,5.0,5.0,4.83,5.0,4.83,4.67,False,2,2,0,0.8,680.0,35
5076,100.0,67.0,False,1,2,True,False,42.65319027333566,-73.76970599961155,15,1,2,1.5,1.0,1.0,75.0,1,365,1,365,1.0,365.0,24,52,81,81,1,1,0,81,1,6,264.0,264.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,False,1,0,1,0.13,75.0,7
2217,100.0,100.0,True,2,2,True,False,42.65137969505171,-73.76947069212083,7,0,2,1.0,1.0,0.0,80.0,1,365,1,365,1.0,365.0,28,51,81,356,15,15,4,197,5,90,257.0,59.0,4.87,4.8,5.0,4.8,5.0,4.6,5.0,True,2,2,0,2.05,80.0,42
1655,100.0,99.0,True,16,26,True,True,42.66916459999999,-73.79776079999999,16,1,2,1.0,1.0,1.0,49.0,2,365,2,365,2.0,365.0,0,0,22,296,5,5,1,138,2,30,263.0,68.0,4.8,4.8,4.8,4.6,4.4,5.0,4.4,False,15,4,11,0.66,49.0,47
3453,100.0,100.0,True,1,1,True,True,42.673155,-73.8203654,4,0,6,1.0,3.0,3.0,164.0,1,365,1,365,1.0,365.0,15,23,30,175,34,34,5,30,13,204,261.0,44.0,4.97,5.0,4.97,4.97,5.0,4.94,4.97,True,1,1,0,4.55,54.666666666666664,51
5682,100.0,100.0,False,1,1,True,True,42.6497616,-73.7645287,4,0,6,2.5,3.0,3.0,188.0,4,1125,1,1125,4.1,1125.0,23,42,72,158,2,2,1,96,0,16,89.0,60.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,False,1,1,0,1.15,62.666666666666664,56
295,99.0,98.0,True,16,18,True,True,42.66203830172302,-73.78922093804118,4,0,10,1.5,4.0,5.0,178.0,2,365,1,1125,4.7,1125.0,22,44,74,163,18,18,3,163,0,108,176.0,39.0,4.61,4.44,4.56,4.89,4.94,4.78,4.72,False,1,1,0,3.88,44.5,40
252,100.0,100.0,False,1,1,False,True,42.67445142837617,-73.73835701264711,4,0,4,1.0,2.0,2.0,92.0,1,7,1,7,1.0,7.0,28,58,88,174,2,2,1,174,0,12,180.0,60.0,4.0,3.5,4.5,3.5,5.0,3.5,4.0,False,1,1,0,0.42,46.0,50
1817,99.0,100.0,False,652,675,True,True,42.65769853839876,-73.76265861973056,7,0,2,1.0,1.0,1.0,90.0,31,1125,31,1125,31.0,1125.0,0,13,43,318,2,2,0,159,0,124,182.0,151.0,3.0,3.0,3.0,4.5,4.0,3.5,3.0,True,5,5,0,0.41,90.0,35
1817,99.0,100.0,False,652,675,True,True,42.657972465126825,-73.76464632915632,7,0,2,1.0,1.0,1.0,127.0,31,365,31,1125,31.0,1125.0,0,0,0,172,1,1,0,13,0,62,125.0,125.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,True,5,5,0,0.34,127.0,34
1817,99.0,100.0,False,652,675,True,True,42.65735001723258,-73.76321831042932,7,0,2,1.0,1.0,1.0,127.0,31,365,31,1125,31.0,1125.0,0,0,0,252,3,3,0,93,2,186,228.0,138.0,4.33,4.67,4.0,5.0,4.67,3.67,4.33,True,5,5,0,0.47,127.0,31
1817,99.0,100.0,False,652,675,True,True,42.65537054523247,-73.76089577263407,7,0,2,1.0,1.0,1.0,114.0,31,365,14,1125,29.2,1125.0,30,60,90,268,1,1,0,206,1,62,228.0,228.0,2.0,5.0,5.0,2.0,3.0,4.0,1.0,True,5,5,0,0.16,114.0,35
999,100.0,97.0,False,3,3,True,True,42.65701240741075,-73.78116252001512,7,0,2,1.0,1.0,1.0,73.0,1,365,1,365,1.0,365.0,22,29,59,333,29,29,3,175,9,174,241.0,45.0,4.66,4.66,4.76,4.72,4.76,4.72,4.69,False,3,3,0,4.26,73.0,33
236,100.0,100.0,True,3,3,True,True,42.66434543814111,-73.77874573138119,16,1,2,1.0,1.0,1.0,38.0,1,365,1,365,1.0,365.0,0,0,0,190,9,9,1,31,0,54,172.0,40.0,4.78,4.89,5.0,5.0,5.0,4.89,4.78,False,3,0,3,2.0,38.0,46
236,100.0,100.0,True,3,3,True,True,42.66294970341223,-73.7789027115689,16,1,2,1.0,1.0,1.0,42.0,1,365,1,365,1.0,365.0,15,19,46,291,43,43,8,134,10,255,228.0,45.0,4.95,4.95,4.88,5.0,5.0,4.77,4.93,False,3,0,3,6.75,42.0,46
3591,100.0,99.0,True,11,13,True,True,42.64441207268658,-73.7522667363394,7,0,6,1.0,2.0,2.0,100.0,1,365,1,1125,2.2,1125.0,9,30,60,334,20,20,5,176,0,120,197.0,47.0,4.95,4.95,4.79,4.95,4.95,4.47,4.95,False,9,9,0,3.75,50.0,46
1953,100.0,100.0,False,1,1,True,True,42.6310402282283,-73.77196507981581,4,0,5,1.5,2.0,1.0,104.0,1,365,1,365,1.0,365.0,30,53,83,358,8,8,2,199,2,48,217.0,60.0,3.88,3.88,4.0,4.5,4.38,4.5,3.75,False,1,1,0,1.33,52.0,37
236,100.0,100.0,True,3,3,True,True,42.66375890730826,-73.77674406705056,16,1,2,1.0,1.0,1.0,51.0,1,365,1,365,1.0,365.0,10,17,40,295,27,27,9,137,2,162,207.0,46.0,4.96,5.0,4.93,5.0,5.0,4.85,4.93,False,3,0,3,4.76,51.0,46
2300,100.0,100.0,False,1,1,True,True,42.67077854215789,-73.82525054567722,7,0,6,1.0,3.0,3.0,106.0,2,1125,1,1125,2.0,1125.0,0,5,25,114,1,1,0,114,0,6,94.0,94.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,1,1,0,0.53,35.333333333333336,42
3041,100.0,100.0,False,1237,2577,True,True,42.6551361,-73.7737125,7,0,6,1.0,3.0,3.0,101.0,2,1125,2,1125,2.3,1125.0,23,44,74,348,1,1,1,190,0,6,68.0,68.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,True,5,5,0,1.0,33.666666666666664,22
220,100.0,100.0,False,1,1,False,True,42.65015,-73.76337,4,0,8,1.5,3.0,3.0,170.0,2,365,2,365,2.0,365.0,16,29,52,227,12,12,1,164,0,72,161.0,67.0,4.92,4.83,4.83,4.58,5.0,5.0,5.0,False,1,1,0,2.9,56.666666666666664,33
1589,100.0,92.0,False,3,7,True,True,42.65262,-73.76134,7,0,2,1.0,1.0,1.0,103.0,2,365,2,365,2.0,365.0,5,27,57,331,4,4,0,173,0,24,141.0,99.0,4.5,4.5,4.25,4.75,5.0,5.0,4.75,True,3,3,0,1.15,103.0,7
3591,100.0,99.0,True,11,13,True,True,42.6440750005831,-73.75452790055822,7,0,10,1.0,3.0,4.0,108.0,1,1125,1,1125,2.2,1125.0,19,44,74,221,8,8,2,190,0,48,109.0,45.0,4.63,4.63,4.75,4.63,4.75,4.25,4.75,False,9,9,0,3.33,36.0,59
3612,100.0,99.0,False,8,9,True,True,42.67538365828664,-73.75011739653225,7,0,3,1.0,1.0,1.0,83.0,1,1125,1,1125,1.0,1125.0,30,59,59,59,1,1,1,59,0,6,54.0,54.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,7,7,0,1.0,83.0,38
161,100.0,100.0,False,1,1,True,True,42.68507834404223,-73.79764015056868,4,0,6,2.0,2.0,2.0,126.0,7,90,7,90,7.0,90.0,0,0,0,220,3,3,0,61,0,42,140.0,77.0,5.0,5.0,4.67,5.0,5.0,4.67,5.0,True,1,1,0,0.87,63.0,38
4251,100.0,97.0,True,3,3,True,True,42.67003713546928,-73.82302715231661,4,0,6,1.5,3.0,3.0,149.0,1,365,1,365,1.0,365.0,21,35,63,331,20,20,3,172,0,120,151.0,52.0,4.95,4.9,5.0,5.0,5.0,4.85,4.9,True,3,3,0,5.26,49.666666666666664,40
1461,100.0,93.0,True,3,6,True,False,42.655400645597446,-73.79756712300808,15,1,1,3.0,8.0,1.0,66.0,2,365,2,365,2.0,365.0,10,32,61,61,2,2,1,61,0,12,95.0,59.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1,0,1,1.03,8.25,44
317,100.0,97.0,False,2,2,True,True,42.66891,-73.79096,4,0,5,1.0,3.0,6.0,217.0,1,200,1,200,1.0,200.0,28,47,77,352,3,3,2,193,0,18,75.0,60.0,3.67,3.67,4.67,3.67,4.67,3.67,3.67,False,1,1,0,2.37,72.33333333333333,19
232,100.0,100.0,False,1,1,True,True,42.6436654,-73.7536006,0,0,4,1.0,2.0,2.0,91.0,1,30,1,1125,1.3,1125.0,25,47,76,349,26,26,5,191,0,156,136.0,43.0,4.65,4.85,4.58,4.81,4.96,4.58,4.77,False,1,1,0,7.88,45.5,31
145,100.0,100.0,False,1,1,True,False,42.64533014600323,-73.789131045637,4,0,8,2.5,4.0,4.0,258.0,1,1125,1,1125,1.0,91.9,14,32,52,309,14,14,4,151,0,84,121.0,46.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,1,1,0,5.0,64.5,42
395,100.0,93.0,False,1,1,True,True,42.66159372265361,-73.75439956511829,7,0,4,1.0,2.0,4.0,85.0,1,1125,1,1125,1.0,1125.0,23,47,77,352,6,6,4,193,0,36,122.0,48.0,4.33,4.67,4.67,4.33,5.0,4.0,4.5,True,1,1,0,2.12,42.5,37
2237,100.0,98.0,False,1,1,True,False,42.65040602684423,-73.76433185078635,7,0,4,1.0,1.0,2.0,68.0,1,1125,1,1125,1.0,1125.0,12,24,39,288,13,13,6,129,0,78,102.0,46.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,1,1,0,6.0,68.0,43
1634,100.0,67.0,False,1,1,True,True,42.66598411229728,-73.81880097091198,4,0,5,2.5,3.0,3.0,128.0,7,30,7,30,7.0,30.0,7,37,66,66,1,1,1,66,0,14,54.0,54.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1,1,0,1.0,42.666666666666664,22
2390,100.0,100.0,False,6,6,True,True,42.64764408604364,-73.7715925383664,7,0,2,1.0,1.0,1.0,74.0,1,365,1,365,1.3,365.0,7,20,47,198,2,2,0,135,0,12,108.0,78.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,True,6,6,0,0.85,74.0,39
3826,100.0,67.0,False,2,2,True,True,42.6868252,-73.8111413,7,0,2,1.0,1.0,1.0,64.0,3,365,2,365,3.0,365.0,6,9,9,262,3,3,2,104,0,18,108.0,58.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1,1,0,1.27,64.0,36
1114,100.0,100.0,False,10,14,True,True,42.6800233833328,-73.78522330726621,20,1,2,1.0,1.0,1.0,51.0,1,29,1,29,1.0,29.0,27,55,85,360,2,2,1,201,0,12,101.0,60.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,9,8,1,0.94,51.0,21
1114,100.0,100.0,False,10,14,True,True,42.68231684583981,-73.7836715628194,7,0,3,1.0,1.0,2.0,49.0,1,28,1,28,1.0,28.0,24,40,70,345,5,5,2,186,0,30,107.0,59.0,4.2,4.0,4.0,4.2,4.2,4.0,4.2,True,9,8,1,2.14,49.0,24
3465,100.0,71.0,False,3,3,True,True,42.66002,-73.79333,16,1,1,1.0,1.0,3.0,53.0,5,365,5,365,5.0,365.0,0,0,29,303,1,1,1,145,0,10,63.0,63.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,3,0,3,1.0,53.0,42
1114,100.0,100.0,False,10,14,True,True,42.67776,-73.78216,7,0,3,1.0,1.0,1.0,55.0,1,29,1,29,1.0,29.0,19,49,79,354,3,3,1,195,0,18,94.0,60.0,2.67,2.0,3.33,2.33,2.33,2.33,2.67,True,9,8,1,1.58,55.0,24
1114,100.0,100.0,False,10,14,True,True,42.67652148547361,-73.78111383843994,7,0,2,1.0,1.0,1.0,70.0,1,28,1,28,1.0,28.0,0,29,59,334,2,2,0,175,0,12,95.0,90.0,5.0,5.0,5.0,5.0,5.0,3.5,5.0,True,9,8,1,1.03,70.0,25
1114,100.0,100.0,False,10,14,True,True,42.6774277859628,-73.78242873068034,7,0,4,1.0,1.0,1.0,56.0,1,28,1,28,1.0,28.0,18,48,78,353,1,1,1,194,0,6,52.0,52.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,9,8,1,1.0,56.0,23
1114,100.0,100.0,False,10,14,True,True,42.67610273877896,-73.78233682651273,7,0,4,1.0,1.0,2.0,57.0,1,365,1,365,1.0,365.0,12,42,72,347,2,2,2,188,0,12,62.0,60.0,4.5,4.5,4.0,4.5,4.5,4.0,4.5,True,9,8,1,2.0,57.0,24
3465,100.0,71.0,False,3,3,True,True,42.659475284293904,-73.79368120012339,15,1,1,1.0,1.0,3.0,48.0,5,365,5,365,5.0,365.0,0,0,13,287,2,2,0,129,0,20,78.0,69.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,3,0,3,1.46,48.0,39
1114,100.0,100.0,False,10,14,True,True,42.67651022767566,-73.78215501783329,7,0,4,1.0,1.0,2.0,47.0,1,28,1,28,1.0,28.0,30,60,90,365,3,3,1,206,0,18,74.0,42.0,3.67,3.67,3.67,4.67,3.67,3.67,3.67,True,9,8,1,2.43,47.0,21
1052,92.0,94.0,False,2,2,False,False,42.648787315458335,-73.76675859025983,7,0,2,1.0,1.0,1.0,107.0,1,365,1,365,1.0,365.0,26,48,66,340,1,1,1,182,0,6,46.0,46.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,2,2,0,1.0,107.0,21
2395,100.0,100.0,False,2,2,True,False,42.6456774,-73.7602082,7,0,3,1.0,1.0,3.0,89.0,1,365,1,365,1.0,365.0,4,7,37,124,5,5,5,124,0,30,53.0,43.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,1,1,0,5.0,89.0,26
1114,100.0,100.0,False,10,14,True,True,42.682246872011966,-73.78338389658927,7,0,4,1.0,1.0,2.0,57.0,1,365,1,365,1.0,365.0,30,60,90,365,1,1,1,206,0,6,40.0,40.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,9,8,1,1.0,57.0,19
